Player Name,Team Name,Nationality,Height,Weight,Age,Foot,Rating,Primary position,Secondary positions,Backup positions,Overall Rating,League,Region,offensive_awareness,ball_control,dribbling,tight_possession,low_pass,lofted_pass,finishing,heading,set_piece_taking,curl,defensive_awareness,tackling,aggression,defensive_engagement,speed,acceleration,kicking_power,jumping,physical_contact,balance,stamina,gk_awareness,gk_catching,gk_parrying,gk_reflexes,gk_reach,weak_foot_usage,weak_foot_accuracy,form,injury_resistance
Jadon Sancho,Chelsea B,England,180,76,24,Right foot,B,LWF,"['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward']","['Attacking Midfielder', 'Second Striker']",77,English League,Europe,70,77,79,77,72,64,65,51,60,72,48,48,54,53,73,78,64,54,58,77,72,40,40,40,40,40,Almost Never,Medium,Inconsistent,Medium
Aaron Ramsdale,Southampton RW,England,188,77,26,Right foot,C,GK,['Goalkeeper'],[],77,English League,Europe,40,53,42,46,58,60,40,40,53,41,41,41,47,58,53,56,71,65,67,52,53,72,69,69,77,78,Rarely,Medium,Standard,High
Lloyd Kelly,Piemonte BN,England,190,86,26,Left foot,B,CB,"['Centre Back', 'Left Back']",['Left Midfielder'],77,Italian League,Europe,54,68,69,64,66,65,51,63,53,60,71,72,72,64,75,77,66,75,65,64,73,40,40,40,40,40,Rarely,Medium,Standard,Low
Harvey Barnes,Newcastle WB,England,174,66,27,Right foot,C,LWF,"['Left Midfielder', 'Left Wing Forward']",['Attacking Midfielder'],77,English League,Europe,67,72,75,73,69,69,67,55,62,63,44,44,49,60,78,77,74,64,62,69,74,40,40,40,40,40,Occasionally,High,Standard,Low
Tammy Abraham,AC Milan,England,191,87,27,Right foot,C,CF,['Centre Forward'],"['Right Wing Forward', 'Second Striker']",77,Italian League,Europe,74,70,67,69,61,58,71,74,56,60,43,43,56,53,77,73,72,66,74,61,69,40,40,40,40,40,Rarely,Medium,Inconsistent,Low
Marcus Rashford,Aston RB,England,187,72,27,Right foot,D,LWF,"['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Centre Forward']",['Second Striker'],77,English League,Europe,70,70,73,63,64,61,69,64,67,73,40,43,55,50,83,79,84,65,62,65,70,40,40,40,40,40,Rarely,High,Standard,Low
Kalvin Phillips,Ipswich BW,England,178,72,29,Right foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder']",[],77,English League,Europe,60,74,67,75,76,77,57,62,65,65,72,75,82,75,63,61,74,67,70,64,68,40,40,40,40,40,Rarely,High,Unwavering,Low
Ruben Loftus-Cheek,AC Milan,England,191,88,28,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder', 'Right Midfielder', 'Attacking Midfielder']",['Left Midfielder'],77,Italian League,Europe,71,74,71,76,77,73,64,64,60,65,58,61,71,60,71,67,74,69,78,69,72,40,40,40,40,40,Rarely,High,Standard,Low
Joe Gomez,Liverpool R,England,188,77,27,Right foot,C,CB,"['Centre Back', 'Left Back', 'Right Back']",[],77,English League,Europe,52,61,62,61,69,67,49,66,53,51,74,71,76,73,77,70,63,65,75,58,69,40,40,40,40,40,Rarely,Medium,Standard,Medium
Kieran Trippier,Newcastle WB,England,178,71,34,Right foot,C,RB,"['Left Back', 'Right Back', 'Right Midfielder']",[],77,English League,Europe,62,75,67,73,74,80,54,49,79,81,67,69,72,75,69,72,75,71,61,71,75,40,40,40,40,40,Rarely,High,Unwavering,Low
Lewis Dunk,Brighton WB,England,192,88,33,Right foot,C,CB,['Centre Back'],[],77,English League,Europe,48,62,58,63,69,71,50,73,62,49,75,74,78,75,63,56,70,66,79,55,75,40,40,40,40,40,Rarely,Medium,Standard,High
Eric Dier,FC Bayern München,England,188,88,30,Right foot,B,CB,"['Centre Back', 'Defensive Midfielder']",[],77,Other (Europe),Europe,52,66,60,68,72,73,52,72,67,64,73,74,78,72,60,58,75,68,79,57,70,40,40,40,40,40,Occasionally,High,Standard,Medium
Luke Shaw,Manchester United,England,185,75,29,Left foot,C,LB,['Left Back'],"['Centre Back', 'Left Midfielder']",77,English League,Europe,62,70,70,69,72,77,51,60,60,71,68,73,76,70,76,73,63,65,67,72,71,40,40,40,40,40,Almost Never,Medium,Standard,Low
James Ward Prowse,West Ham RB,England,173,66,30,Right foot,B,CMF,"['Centre Midfielder', 'Attacking Midfielder']","['Defensive Midfielder', 'Right Midfielder']",77,English League,Europe,67,73,64,70,76,82,62,50,86,84,60,62,67,60,58,64,77,58,60,68,84,40,40,40,40,40,Rarely,Medium,Unwavering,High
Danny Welbeck,Brighton WB,England,185,73,34,Right foot,B,CF,['Centre Forward'],"['Left Midfielder', 'Attacking Midfielder', 'Left Wing Forward', 'Second Striker']",77,English League,Europe,74,74,68,75,63,62,71,73,60,60,46,51,67,50,75,69,75,74,67,60,69,40,40,40,40,40,Rarely,Medium,Standard,Low
Kobbie Mainoo,Manchester United,England,175,65,19,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']",[],76,English League,Europe,62,72,74,77,72,69,60,58,60,67,71,69,70,70,68,72,69,70,67,77,76,40,40,40,40,40,Occasionally,High,Standard,Medium
Adam Wharton,Crystal Palace RB,England,182,73,20,Left foot,B,CMF,"['Defensive Midfielder', 'Centre Midfielder']",['Attacking Midfielder'],76,English League,Europe,60,69,65,73,75,73,56,49,60,62,69,75,77,73,61,67,70,65,62,75,81,40,40,40,40,40,Rarely,Medium,Unwavering,High
Jarrad Branthwaite,Everton B,England,195,70,22,Left foot,C,CB,['Centre Back'],[],76,English League,Europe,52,61,55,65,65,64,50,69,53,54,73,73,73,74,67,60,65,68,77,53,74,40,40,40,40,40,Regularly,High,Standard,Medium
K. Dewsbury-Hall,Chelsea B,England,177,70,26,Left foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']",['Left Midfielder'],76,English League,Europe,64,75,71,73,76,72,66,62,69,73,60,63,69,65,68,72,74,61,60,73,76,40,40,40,40,40,Almost Never,Medium,Standard,Medium
Tyrick Mitchell,Crystal Palace RB,England,175,65,25,Left foot,B,LB,"['Left Back', 'Left Midfielder']",[],76,English League,Europe,61,71,69,65,64,69,51,50,55,60,69,74,77,75,75,76,62,64,60,69,80,40,40,40,40,40,Almost Never,Medium,Standard,Medium
Harvey Elliott,Liverpool R,England,170,62,21,Left foot,C,AMF,"['Attacking Midfielder', 'Right Wing Forward']","['Centre Midfielder', 'Right Midfielder', 'Second Striker']",76,English League,Europe,72,75,76,71,73,71,66,49,60,70,51,53,61,57,71,76,68,52,55,79,71,40,40,40,40,40,Rarely,High,Unwavering,Medium
Emile Smith Rowe,Fulham W,England,182,79,24,Right foot,C,AMF,"['Centre Midfielder', 'Left Midfielder', 'Attacking Midfielder', 'Left Wing Forward']","['Right Midfielder', 'Right Wing Forward', 'Second Striker']",76,English League,Europe,71,76,78,75,75,69,65,52,58,64,49,50,56,55,74,76,67,54,60,73,65,40,40,40,40,40,Regularly,Very High,Standard,Low
Trevoh Chalobah,Chelsea B,England,190,77,25,Right foot,C,CB,['Centre Back'],['Right Back'],76,English League,Europe,54,61,60,62,66,63,51,65,53,52,71,73,75,71,71,69,64,60,76,57,71,40,40,40,40,40,Occasionally,High,Standard,Low
Callum Hudson-Odoi,Nottingham RW,England,178,76,24,Right foot,B,LWF,"['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward']","['Attacking Midfielder', 'Second Striker']",76,English League,Europe,67,75,75,69,67,69,65,50,60,73,48,50,56,53,74,81,65,60,60,73,70,40,40,40,40,40,Rarely,High,Unwavering,Low
Reiss Nelson,Fulham W,England,175,71,25,Right foot,C,RWF,"['Left Midfielder', 'Right Midfielder', 'Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward']",[],76,English League,Europe,67,75,76,67,69,67,64,48,64,67,49,53,57,53,78,78,67,54,60,73,69,40,40,40,40,40,Rarely,High,Standard,Medium
Joe Willock,Newcastle WB,England,179,71,25,Right foot,D,CMF,"['Centre Midfielder', 'Attacking Midfielder']","['Defensive Midfielder', 'Right Midfielder']",76,English League,Europe,71,74,76,71,71,68,67,60,58,60,62,65,67,69,77,73,67,58,64,71,74,40,40,40,40,40,Rarely,High,Standard,Low
Eddie Nketiah,Crystal Palace RB,England,180,73,25,Right foot,B,CF,['Centre Forward'],['Second Striker'],76,English League,Europe,71,72,73,66,61,60,72,65,54,61,45,50,58,52,74,78,70,70,61,74,70,40,40,40,40,40,Rarely,Medium,Standard,High
Morgan Gibbs-White,Nottingham RW,England,171,70,24,Right foot,B,AMF,"['Centre Midfielder', 'Attacking Midfielder', 'Second Striker', 'Centre Forward']","['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward']",76,English League,Europe,66,75,74,72,75,71,67,62,64,67,50,59,69,62,69,71,73,58,64,72,75,40,40,40,40,40,Almost Never,Medium,Unwavering,Medium
Aaron Wan-Bissaka,West Ham RB,England,183,72,27,Right foot,B,RB,['Right Back'],"['Left Back', 'Right Midfielder']",76,English League,Europe,56,64,70,66,60,64,49,52,53,65,67,84,77,80,83,74,62,61,67,67,76,40,40,40,40,40,Rarely,Medium,Standard,Medium
D. Calvert-Lewin,Everton B,England,187,71,27,Right foot,C,CF,['Centre Forward'],['Second Striker'],76,English League,Europe,70,70,64,72,62,58,70,78,53,58,43,43,65,53,77,67,72,84,75,62,69,40,40,40,40,40,Rarely,High,Standard,Low
Stephy Mavididi,Leicester B,England,182,71,26,Right foot,C,LWF,"['Left Midfielder', 'Left Wing Forward']","['Right Midfielder', 'Right Wing Forward', 'Centre Forward']",76,English League,Europe,65,72,73,67,62,66,64,58,61,67,54,51,62,56,78,82,73,77,67,64,73,40,40,40,40,40,Occasionally,High,Standard,Low
Adam Webster,Brighton WB,England,190,75,29,Right foot,B,CB,['Centre Back'],['Right Back'],76,English League,Europe,50,61,58,60,64,67,49,74,53,50,73,72,72,75,65,60,64,73,77,56,70,40,40,40,40,40,Rarely,High,Standard,Low
Kylian Mbappé,Madrid Chamartin B,France,178,73,26,Right foot,C,CF,"['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Centre Forward']","['Attacking Midfielder', 'Second Striker']",84,Spanish League,Europe,81,77,82,74,71,67,80,55,71,68,48,50,53,49,86,85,71,62,64,77,70,40,40,40,40,40,Occasionally,High,Unwavering,Medium
William Saliba,Arsenal FC,France,193,85,23,Right foot,A,CB,['Centre Back'],['Right Back'],83,English League,Europe,50,69,61,72,71,65,53,69,58,60,79,78,75,78,78,69,62,66,79,60,77,40,40,40,40,40,Rarely,Medium,Unwavering,High
Antoine Griezmann,Madrid Rosas RB,France,176,73,33,Left foot,C,SS,"['Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker', 'Centre Forward']","['Left Midfielder', 'Right Midfielder']",83,Spanish League,Europe,77,82,75,77,74,69,79,67,74,77,43,48,58,70,69,73,71,70,58,69,73,40,40,40,40,40,Rarely,Medium,Unwavering,Medium
Aurélien Tchouaméni,Madrid Chamartin B,France,187,81,24,Right foot,B,DMF,"['Centre Back', 'Defensive Midfielder', 'Centre Midfielder']",['Attacking Midfielder'],82,Spanish League,Europe,60,72,70,74,75,77,58,72,58,63,74,77,79,79,69,62,74,74,77,62,79,40,40,40,40,40,Rarely,High,Unwavering,Medium
Michael Olise,FC Bayern München,France,184,73,23,Left foot,A,RWF,"['Centre Midfielder', 'Right Midfielder', 'Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward']","['Left Midfielder', 'Second Striker']",81,Other (Europe),Europe,69,79,81,73,72,73,74,48,77,80,50,55,67,48,75,78,72,52,58,76,71,40,40,40,40,40,Almost Never,Medium,Unwavering,Low
Eduardo Camavinga,Madrid Chamartin B,France,185,77,22,Left foot,B,CMF,"['Left Back', 'Defensive Midfielder', 'Centre Midfielder']","['Left Midfielder', 'Attacking Midfielder']",81,Spanish League,Europe,62,79,77,74,77,73,59,58,58,60,67,76,74,77,72,79,67,74,72,72,77,40,40,40,40,40,Rarely,Medium,Unwavering,High
Ousmane Dembélé,Paris Saint-Germain,France,178,67,27,Right foot,A,RWF,"['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward']","['Second Striker', 'Centre Forward']",81,Ligue 1 McDonald's,Europe,67,81,84,80,71,68,67,48,64,72,43,41,50,53,80,82,71,53,54,75,65,40,40,40,40,40,Regularly,Very High,Inconsistent,Low
Dayot Upamecano,FC Bayern München,France,186,90,26,Right foot,C,CB,['Centre Back'],['Defensive Midfielder'],80,Other (Europe),Europe,52,63,58,60,64,62,52,76,58,59,69,80,83,81,73,61,64,82,81,64,69,40,40,40,40,40,Rarely,Medium,Inconsistent,Low
Ibrahima Konaté,Liverpool R,France,194,95,25,Right foot,B,CB,['Centre Back'],[],80,English League,Europe,51,61,58,60,65,62,51,75,53,59,74,77,76,74,72,60,62,70,84,53,72,40,40,40,40,40,Rarely,Medium,Unwavering,Low
Théo Hernández,AC Milan,France,184,81,27,Left foot,D,LB,['Left Back'],"['Centre Back', 'Left Midfielder']",80,Italian League,Europe,64,69,73,67,72,67,60,64,61,66,67,67,65,64,84,81,74,64,72,65,81,40,40,40,40,40,Almost Never,Low,Standard,Medium
Jules Koundé,FC Barcelona,France,178,75,26,Right foot,B,RB,"['Centre Back', 'Right Back']",['Right Midfielder'],80,Spanish League,Europe,60,72,69,72,75,74,48,72,58,63,79,77,72,78,75,70,62,82,72,67,79,40,40,40,40,40,Rarely,Medium,Unwavering,Medium
Marcus Thuram,Internazionale Milano,France,192,90,27,Right foot,C,CF,"['Left Wing Forward', 'Centre Forward']","['Left Midfielder', 'Right Midfielder', 'Right Wing Forward', 'Second Striker']",80,Italian League,Europe,75,67,70,64,61,58,76,71,60,61,50,53,59,56,80,74,71,72,81,58,71,40,40,40,40,40,Rarely,High,Unwavering,Medium
Lucas Hernández,Paris Saint-Germain,France,184,79,28,Left foot,C,CB,"['Centre Back', 'Left Back']",['Left Midfielder'],80,Ligue 1 McDonald's,Europe,56,65,59,63,69,65,56,73,57,67,70,79,83,83,69,72,70,83,74,62,69,40,40,40,40,40,Almost Never,Low,Standard,Low
Mike Maignan,AC Milan,France,191,89,29,Right foot,A,GK,['Goalkeeper'],[],80,Italian League,Europe,40,58,51,48,60,62,40,58,58,52,46,49,47,58,58,55,72,71,74,53,60,74,72,71,80,73,Occasionally,High,Unwavering,High
Bradley Barcola,Paris Saint-Germain,France,182,73,22,Right foot,B,LWF,"['Left Wing Forward', 'Right Wing Forward', 'Centre Forward']","['Left Midfielder', 'Right Midfielder', 'Second Striker']",79,Ligue 1 McDonald's,Europe,69,78,81,77,67,65,68,61,57,67,49,51,56,59,80,78,63,64,53,70,67,40,40,40,40,40,Occasionally,Medium,Standard,High
Randal Kolo Muani,Piemonte BN,France,187,73,26,Right foot,D,CF,['Centre Forward'],"['Right Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker']",79,Italian League,Europe,75,74,76,72,69,60,72,67,58,60,45,47,49,52,77,75,71,74,66,70,69,40,40,40,40,40,Occasionally,Medium,Standard,Medium
Christopher Nkunku,Chelsea B,France,175,64,27,Right foot,A,AMF,"['Centre Midfielder', 'Left Midfielder', 'Attacking Midfielder', 'Left Wing Forward', 'Second Striker']","['Right Midfielder', 'Right Wing Forward', 'Centre Forward']",79,English League,Europe,71,77,79,77,75,70,70,60,74,75,53,55,64,58,73,77,75,58,59,77,64,40,40,40,40,40,Rarely,High,Inconsistent,Low
N'Golo Kanté,Free Agents,France,168,68,33,Right foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder']",[],79,Free Agent,Europe,59,71,67,75,71,70,58,52,57,59,79,81,82,84,72,74,64,67,62,81,83,40,40,40,40,40,Rarely,Medium,Standard,Low
Kingsley Coman,FC Bayern München,France,179,75,28,Right foot,A,LWF,"['Left Midfielder', 'Left Wing Forward', 'Right Wing Forward']","['Right Midfielder', 'Attacking Midfielder', 'Second Striker']",79,Other (Europe),Europe,67,72,83,64,63,60,67,55,58,75,52,50,49,60,85,83,73,75,56,79,74,40,40,40,40,40,Occasionally,High,Standard,Low
Brice Samba,Stade Rennais FC,France,186,90,30,Left foot,A,GK,['Goalkeeper'],[],79,Ligue 1 McDonald's,Europe,40,53,48,46,55,60,40,49,53,46,46,45,51,68,52,55,70,78,74,55,58,71,72,69,79,74,Rarely,Medium,Unwavering,High
Adrien Rabiot,Olympique de Marseille,France,188,80,29,Left foot,B,CMF,"['Defensive Midfielder', 'Centre Midfielder']","['Left Midfielder', 'Attacking Midfielder', 'Second Striker']",79,Ligue 1 McDonald's,Europe,67,77,71,74,76,72,64,73,58,67,65,71,68,67,69,62,74,69,72,65,78,40,40,40,40,40,Almost Never,Medium,Unwavering,High
Martin Terrier,Bayer 04 Leverkusen,France,184,78,27,Right foot,C,LWF,"['Attacking Midfielder', 'Left Wing Forward']","['Left Midfielder', 'Second Striker', 'Centre Forward']",78,Other (Europe),Europe,68,75,74,74,71,68,72,71,61,67,48,49,54,61,76,74,70,68,65,67,68,40,40,40,40,40,Rarely,Medium,Standard,Low
Ferland Mendy,Madrid Chamartin B,France,178,73,29,Left foot,C,LB,"['Left Back', 'Left Midfielder']",[],78,Spanish League,Europe,58,65,69,70,67,65,53,58,53,61,69,71,71,74,81,81,60,70,64,70,81,40,40,40,40,40,Rarely,Medium,Standard,Low
Benjamin Pavard,Internazionale Milano,France,186,81,28,Right foot,D,CB,"['Centre Back', 'Right Back']","['Left Back', 'Defensive Midfielder', 'Centre Midfielder', 'Right Midfielder']",78,Italian League,Europe,57,69,62,60,72,71,55,71,59,64,71,71,70,72,71,66,72,79,75,61,77,40,40,40,40,40,Almost Never,Medium,Standard,Medium
Presnel Kimpembe,Paris Saint-Germain,France,187,77,29,Left foot,C,CB,['Centre Back'],['Left Back'],78,Ligue 1 McDonald's,Europe,52,68,60,62,70,66,48,76,53,61,73,77,79,75,69,59,63,74,78,60,67,40,40,40,40,40,Almost Never,Medium,Standard,Low
Olivier Giroud,Los Angeles BY,France,192,93,38,Left foot,D,CF,['Centre Forward'],['Second Striker'],78,American League,Europe,77,72,62,72,65,61,74,82,62,65,48,51,69,56,60,58,79,75,82,56,69,40,40,40,40,40,Almost Never,Medium,Unwavering,Medium
Lucas Chevalier,LOSC Lille,France,189,78,23,Right foot,B,GK,['Goalkeeper'],[],77,Ligue 1 McDonald's,Europe,40,54,49,48,60,62,40,52,54,49,52,45,46,62,53,57,69,71,68,53,56,72,70,71,73,74,Rarely,Medium,Standard,High
Loïc Badé,Sevilla Nervión BR,France,191,89,24,Right foot,C,CB,['Centre Back'],[],77,Spanish League,Europe,50,67,60,62,69,65,48,73,53,51,74,75,67,72,65,62,70,74,77,56,69,40,40,40,40,40,Rarely,Medium,Standard,Medium
Sacha Boey,FC Bayern München,France,178,70,24,Right foot,C,RB,['Right Back'],"['Left Back', 'Right Midfielder']",77,Other (Europe),Europe,56,65,70,60,63,61,50,58,54,65,64,71,68,63,84,82,62,67,65,76,82,40,40,40,40,40,Rarely,Medium,Inconsistent,Low
Khéphren Thuram,Piemonte BN,France,192,80,23,Right foot,A,CMF,"['Defensive Midfielder', 'Centre Midfielder']","['Left Midfielder', 'Attacking Midfielder', 'Left Wing Forward']",77,Italian League,Europe,66,75,74,68,75,68,60,63,55,56,66,65,67,66,73,71,70,61,75,67,75,40,40,40,40,40,Rarely,High,Standard,Medium
Jean-Clair Todibo,West Ham RB,France,190,88,25,Right foot,C,CB,['Centre Back'],['Defensive Midfielder'],77,English League,Europe,53,66,61,60,66,63,45,68,53,59,71,73,71,69,76,62,61,73,78,60,67,40,40,40,40,40,Rarely,Medium,Standard,Medium
Youssouf Fofana,AC Milan,France,185,78,25,Right foot,D,CMF,"['Defensive Midfielder', 'Centre Midfielder']","['Left Midfielder', 'Right Midfielder', 'Attacking Midfielder']",77,Italian League,Europe,62,73,70,67,74,70,59,62,60,65,65,71,72,69,71,69,71,70,73,66,80,40,40,40,40,40,Occasionally,High,Standard,High
Boubacar Kamara,Aston RB,France,184,68,25,Right foot,C,DMF,"['Centre Back', 'Defensive Midfielder', 'Centre Midfielder']",[],77,English League,Europe,60,74,68,70,74,73,53,66,59,64,71,76,78,75,65,62,65,69,69,60,75,40,40,40,40,40,Rarely,High,Unwavering,Low
Matteo Guendouzi,S.S. Lazio,France,185,80,25,Right foot,B,CMF,"['Defensive Midfielder', 'Centre Midfielder']","['Left Midfielder', 'Right Midfielder', 'Attacking Midfielder', 'Right Wing Forward', 'Second Striker']",77,Italian League,Europe,62,75,67,71,75,71,60,67,57,63,64,69,77,69,66,70,70,63,69,70,81,40,40,40,40,40,Rarely,High,Standard,High
Jean-Philippe Mateta,Crystal Palace RB,France,192,84,27,Right foot,B,CF,['Centre Forward'],['Second Striker'],77,English League,Europe,73,69,64,69,58,56,75,69,58,59,48,54,70,56,71,63,75,70,81,58,72,40,40,40,40,40,Occasionally,High,Unwavering,Medium
Axel Disasi,Aston RB,France,190,86,26,Right foot,D,CB,['Centre Back'],['Right Back'],77,English League,Europe,52,60,55,62,61,66,52,72,53,54,74,72,74,75,67,60,62,69,82,51,75,40,40,40,40,40,Rarely,Medium,Standard,High
Valentin Rongier,Olympique de Marseille,France,172,70,30,Right foot,B,CMF,"['Right Back', 'Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']","['Centre Back', 'Left Back', 'Right Midfielder', 'Second Striker']",77,Ligue 1 McDonald's,Europe,64,75,69,74,76,71,55,58,62,65,72,71,74,80,65,67,60,62,63,72,81,40,40,40,40,40,Occasionally,High,Unwavering,Low
Allan Saint-Maximin,Fenerbahçe SK,France,173,67,27,Right foot,C,LWF,"['Left Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker', 'Centre Forward']","['Right Midfielder', 'Attacking Midfielder']",77,Trendyol Süper Lig,Europe,68,73,82,74,63,59,62,51,60,65,41,43,50,46,80,82,73,65,64,77,66,40,40,40,40,40,Rarely,High,Standard,Low
Alexandre Lacazette,Olympique Lyonnais,France,176,77,33,Right foot,A,CF,['Centre Forward'],"['Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker']",77,Ligue 1 McDonald's,Europe,75,74,72,73,69,62,74,67,68,65,50,52,63,67,67,68,74,66,68,73,67,40,40,40,40,40,Rarely,High,Standard,Medium
Warren Zaïre-Emery,Paris Saint-Germain,France,178,70,18,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder']","['Right Back', 'Right Midfielder', 'Attacking Midfielder']",76,Ligue 1 McDonald's,Europe,60,74,71,73,75,74,60,56,59,63,65,68,69,65,71,74,65,58,64,73,77,40,40,40,40,40,Rarely,High,Standard,High
Malo Gusto,Chelsea B,France,179,68,21,Right foot,C,RB,"['Right Back', 'Right Midfielder']",[],76,English League,Europe,61,69,70,67,67,70,50,56,55,68,62,67,68,67,80,79,60,67,61,69,77,40,40,40,40,40,Rarely,Medium,Unwavering,Medium
Pierre Kalulu,Piemonte BN,France,182,80,24,Right foot,B,CB,"['Centre Back', 'Right Back']",['Left Back'],76,Italian League,Europe,54,65,60,64,66,62,53,65,53,57,72,72,74,73,77,74,65,72,69,60,74,40,40,40,40,40,Rarely,Medium,Standard,High
Enzo Le Fée,Sunderland RWB,France,170,58,24,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']","['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker']",76,English 2nd Division,Europe,65,78,76,77,75,73,61,50,72,74,60,61,72,69,61,71,72,53,51,77,76,40,40,40,40,40,Occasionally,High,Standard,High
Bafodé Diakité,LOSC Lille,France,185,78,23,Right foot,D,CB,"['Centre Back', 'Right Back']","['Left Back', 'Right Midfielder']",76,Ligue 1 McDonald's,Europe,59,68,64,63,67,65,50,71,53,59,70,72,73,70,73,67,60,77,71,61,72,40,40,40,40,40,Rarely,Medium,Standard,Medium
Georginio Rutter,Brighton WB,France,182,83,22,Left foot,D,CF,"['Second Striker', 'Centre Forward']",['Attacking Midfielder'],76,English League,Europe,71,69,71,64,67,62,71,63,53,58,48,58,56,54,72,69,72,75,72,73,76,40,40,40,40,40,Occasionally,High,Standard,High
Wesley Fofana,Chelsea B,France,190,76,24,Right foot,C,CB,['Centre Back'],[],76,English League,Europe,50,61,60,62,64,60,51,69,53,50,72,73,77,77,71,64,62,77,72,55,65,40,40,40,40,40,Rarely,Medium,Standard,Low
Jonathan Clauss,OGC Nice,France,178,67,32,Right foot,B,RB,"['Right Back', 'Right Midfielder']","['Left Back', 'Left Midfielder', 'Right Wing Forward']",76,Ligue 1 McDonald's,Europe,64,70,71,66,68,71,60,54,67,73,62,65,64,69,78,77,71,62,60,70,79,40,40,40,40,40,Rarely,Medium,Unwavering,High
Jonathan Ikoné,Como A,France,175,73,26,Left foot,D,RWF,"['Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward']","['Centre Midfielder', 'Left Midfielder', 'Right Midfielder', 'Second Striker', 'Centre Forward']",76,Italian League,Europe,65,71,77,72,70,67,62,55,62,67,48,53,60,56,80,80,66,58,65,72,64,40,40,40,40,40,Rarely,Medium,Inconsistent,High
Issa Diop,Fulham W,France,194,92,27,Right foot,C,CB,['Centre Back'],[],76,English League,Europe,50,58,55,62,60,58,49,71,53,51,72,71,73,72,67,63,64,75,80,48,70,40,40,40,40,40,Rarely,Medium,Standard,Low
Clément Lenglet,Madrid Rosas RB,France,186,81,29,Left foot,B,CB,['Centre Back'],[],76,Spanish League,Europe,48,64,60,67,72,68,49,75,53,58,74,71,68,71,68,65,64,73,71,61,70,40,40,40,40,40,Occasionally,Very High,Inconsistent,Medium
Gaëtan Laborde,OGC Nice,France,181,78,30,Left foot,B,CF,"['Left Wing Forward', 'Right Wing Forward', 'Centre Forward']","['Left Midfielder', 'Right Midfielder', 'Attacking Midfielder', 'Second Striker']",76,Ligue 1 McDonald's,Europe,73,68,67,65,65,61,70,77,62,67,51,52,65,67,69,68,72,78,71,66,77,40,40,40,40,40,Occasionally,High,Unwavering,High
Téji Savanier,Montpellier Hérault SC,France,172,69,33,Right foot,A,AMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']","['Left Midfielder', 'Right Midfielder', 'Second Striker']",76,Ligue 1 McDonald's,Europe,67,77,75,77,76,78,66,55,77,78,55,54,60,61,58,62,75,49,56,75,72,40,40,40,40,40,Occasionally,High,Unwavering,Medium
Thomas Lemar,Madrid Rosas RB,France,171,62,29,Left foot,C,CMF,"['Centre Midfielder', 'Left Midfielder', 'Attacking Midfielder', 'Left Wing Forward']","['Defensive Midfielder', 'Right Midfielder', 'Right Wing Forward', 'Second Striker']",76,Spanish League,Europe,65,75,79,79,75,72,65,53,72,75,55,62,60,67,72,77,71,60,58,75,73,40,40,40,40,40,Almost Never,Low,Standard,Low
Jonathan Gradit,RC Lens,France,180,75,32,Right foot,C,CB,"['Centre Back', 'Right Back']","['Left Back', 'Right Midfielder']",76,Ligue 1 McDonald's,Europe,58,66,63,61,67,64,47,65,54,58,72,73,73,70,69,70,58,77,72,64,73,40,40,40,40,40,Almost Never,Medium,Unwavering,Medium
Jordan Veretout,Olympique Lyonnais,France,177,67,31,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']","['Left Midfielder', 'Right Midfielder']",76,Ligue 1 McDonald's,Europe,66,74,70,73,75,74,63,56,64,74,63,68,72,67,66,67,77,63,65,69,74,40,40,40,40,40,Rarely,High,Standard,High
